Order_No	DateOrdered	AffiliateCode	OrderTotal	Tax	Shipping	ShipType	Shipper	Tracking	Freight	Credits	OrderDisc	AddonTotal	Coupon_Code	Cert_Code	PO_Number	AdminCredit	AdminCreditText	GiftCard	Delivery	Comments	offlinePayment	CardType	NameonCard	CardNumber	Expires	AuthNumber	InvoiceNum	Paid	Void	Customer_ID	Billto_FirstName	Billto_LastName	Billto_Company	Billto_Address1	Billto_Address2	Billto_City	Billto_County	Billto_State	Billto_Zip	Billto_Country	Billto_Phone	Billto_Phone2	Billto_Fax	Billto_Email	Billto_Resident	Shipto_FirstName	Shipto_LastName	Shipto_Company	Shipto_Address1	Shipto_Address2	Shipto_City	Shipto_County	Shipto_State	Shipto_Zip	Shipto_Country	Shipto_Phone	Shipto_Phone2	Shipto_Fax	Shipto_Email	Shipto_Resident	Product_ID_1	SKU_1	Name_1	Description_1	Options_1	Addons_1	ProdPrice_1	OptPrice_1	AddonMultP_1	AddonNonMultP_1	Disc_Code_1	DiscAmount_1	Promo_Code_1	PromoQuant_1	PromoAmount_1	Quantity_1	ProdTotal_1	Product_ID_2	SKU_2	Name_2	Description_2	Options_2	Addons_2	ProdPrice_2	OptPrice_2	AddonMultP_2	AddonNonMultP_2	Disc_Code_2	DiscAmount_2	Promo_Code_2	PromoQuant_2	PromoAmount_2	Quantity_2	ProdTotal_2	Product_ID_3	SKU_3	Name_3	Description_3	Options_3	Addons_3	ProdPrice_3	OptPrice_3	AddonMultP_3	AddonNonMultP_3	Disc_Code_3	DiscAmount_3	Promo_Code_3	PromoQuant_3	PromoAmount_3	Quantity_3	ProdTotal_3	Product_ID_4	SKU_4	Name_4	Description_4	Options_4	Addons_4	ProdPrice_4	OptPrice_4	AddonMultP_4	AddonNonMultP_4	Disc_Code_4	DiscAmount_4	Promo_Code_4	PromoQuant_4	PromoAmount_4	Quantity_4	ProdTotal_4
1132	03/15/2007	0	48	0	0	""	""	""	0	0	0	0	""	""	""	0	""	""	""	""	"BillUser"	"Visa"	"Mary Jo Sminkey"	"XXXXXXXXXXXX1111"	4/2010	"0"	"1270019863"	0	0	27	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	"Fairfax"	"VA"	"20170"	"US"	"703-709-0795"	""	""	""	"Yes"	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	""	"BC"	"148754"	"CA"	"703-709-0795"	""	""	""	"Yes"	282		"Editor's Product"	"Sample of a user-added product"	"Choose One::Small"	""	20	0	0	0	""	2	""	0	0	1	18	295		"CFWebstore Gift Certificate"	"Purchase a gift certificate, great for Christmas and birthday gifts!"	"Amount:$30 Gift Certificate"	""	0	30	0	0	""	0	""	0	0	1	30																																		
1134	07/05/2007	0	0	0	0	""	""	""	0	0	0	0	""	""	""	0	""	""	""	""	"Offline"	""	""	""		"0"	"1270017602"	1	0	56	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	"Fairfax"	"VA"	"20170"	"US"	"703-709-0795"	""	""	"maryjo@cfwebstore.com"	"Yes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Yes"	302		"Free Shirt"	"<p>Try one of our great shirts for free!</p>"	""	""	0	0	0	0	""	0	""	0	0	1	0																																																			
1135	07/05/2007	0	0	0	0	""	""	""	0	0	0	0	""	""	""	0	""	""	""	""	"Offline"	""	""	""		"0"	"1270013769"	1	0	56	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	"Fairfax"	"VA"	"20170"	"US"	"703-709-0795"	""	""	"maryjo@cfwebstore.com"	"Yes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Yes"	302		"Free Shirt"	"<p>Try one of our great shirts for free!</p>"	""	""	0	0	0	0	""	0	""	0	0	1	0																																																			
1136	08/13/2007	0	54.45	0.45	26.05	"Airmail"	""	""	0	0	0	0	""	""	""	0	""	""	""	""	"BillUser"	"Visa"	"Mary Jo Sminkey"	"XXXXXXXXXXXX1111"	4/2010	"0"	"1270018723"	1	0	56	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	"Fairfax"	"VA"	"20170"	"US"	"703-709-0795"	""	""	"maryjo@cfwebstore.com"	"Yes"	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	""	"BC"	"148754"	"CA"	"703-709-0795"	""	""	""	"Yes"	8	etttyyt6	"Baseball Jersey"	"<p>100% Preshrunk Cotton with 3/4 raglan double needle sleeves. Choose white with black, red or blue sleeves.</p>"	"Color:Yellow, Color:Yellow, Size:Smalll"	""	18.95	0	0	0	""	0	""	0	0	1	18.95	280		"FedEx Test Product"	"This product can be used to test FedEx shipping. It has a default weight of 1 pound, use the add-on field to add additional weight."	""	""	9	0	0	0	""	0	""	0	0	1	9																																		
1137	08/13/2007	0	52.07	0	33.12	"Airmail"	""	""	0	0	0	0	""	""	""	0	""	""	""	""	"BillUser"	"Visa"	"Mary Jo Sminkey"	"XXXXXXXXXXXX1111"	4/2010	"0"	"1270015997"	1	0	56	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	"Fairfax"	"VA"	"20170"	"US"	"703-709-0795"	""	""	"maryjo@cfwebstore.com"	"Yes"	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	""	"BC"	"148754"	"CA"	"703-709-0795"	""	""	""	"Yes"	8	etttyyt6	"Baseball Jersey"	"<p>100% Preshrunk Cotton with 3/4 raglan double needle sleeves. Choose white with black, red or blue sleeves.</p>"	"Color:Yellow, Color:Yellow, Size:Medium"	"Add free item: yes<br />"	18.95	0	0	0	""	0	""	0	0	1	18.95																																																			
1138	10/12/2007	0	108.54	12.59	24	"Freight"	""	""	0	0	0	0	""	""	""	0	""	""	""	""	"Offline"	""	""	""		"0"	"1270018704"	0	0	56	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	"Fairfax"	"VA"	"20170"	"US"	"703-709-0795"	""	""	"maryjo@cfwebstore.com"	"Yes"	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	""	"BC"	"148754"	"CA"	"703-709-0795"	""	""	""	"Yes"	4	890546-000042	"Four Product Kit"	"Don't buy <span style=""font-weight: bold; font-style: italic;"">one</span> product, get them all!"	"size:Medium"	""	79.95	0	0	0	""	8	""	0	0	1	71.95																																																			
1143	10/29/2007	0	95.95	0	24	"Freight"	""	""	0	0	0	0	""	""	""	0	""	""	""	""	"Offline"	""	""	""		"0"	"1270011223"	1	0	56	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	"Fairfax"	"VA"	"20170"	"US"	"703-709-0795"	""	""	"maryjo@cfwebstore.com"	"Yes"	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	""	"BC"	"148754"	"CA"	"703-709-0795"	""	""	""	"Yes"	4	890546-000042	"Four Product Kit"	"Don't buy <span style=""font-weight: bold; font-style: italic;"">one</span> product, get them all!"	"size:Large"	""	79.95	0	0	0	""	8	""	0	0	1	71.95																																																			
1148	04/22/2008	0	40	0	0	""	""	""	0	0	0	0	""	""	""	0	""	""	""	""	"AutoRebill"	"Visa"	"Mary Jo Sminkey"	"XXXXXXXXXXXX1111"	04/10	"0"	"1270018795"	1	1	56	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	"Fairfax"	"VA"	"20170"	"US"	"703-709-0795"	""	""	"maryjo@cfwebstore.com"	"Yes"	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	""	"BC"	"148754"	"CA"	"703-709-0795"	""	""	""	"Yes"	11		"60 Day Membership"	"Access to our Membership are for a full 60 days! Big savings!"	""	""	40	0	0	0	""	0	""	0	0	1	40																																																			
1149	04/22/2008	0	40	0	0	""	""	""	0	0	0	0	""	""	""	0	""	""	""	""	"AutoRebill"	"Visa"	"Mary Jo Sminkey"	"XXXXXXXXXXXX1111"	04/10	"0"	"1270014500"	1	1	56	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	"Fairfax"	"VA"	"20170"	"US"	"703-709-0795"	""	""	"maryjo@cfwebstore.com"	"Yes"	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	""	"BC"	"148754"	"CA"	"703-709-0795"	""	""	""	"Yes"	11		"60 Day Membership"	"Access to our Membership are for a full 60 days! Big savings!"	""	""	40	0	0	0	""	0	""	0	0	1	40																																																			
1150	05/13/2008	0	144.9	0	22	"Not Calculated"	""	""	0	0	0	0	""	""	""	0	""	""	""	""	"BillUser"	"Visa"	"Mary Jo Sminkey"	"XXXXXXXXXXXX1111"	4/2010	"0"	"1270017347"	1	0	56	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	"Fairfax"	"VA"	"20170"	"US"	"703-709-0795"	""	""	"maryjo@cfwebstore.com"	"Yes"	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	""	"BC"	"148754"	"CA"	"703-709-0795"	""	""	""	"Yes"	9	5366	"CFWebstore Cup"	"A hot cup of coffee is a required part of every computing job. Why not sip in style with our extra large mug!"	""	""	12	0	0	0	""	0	""	0	0	1	12	278	890546-000042	"Copy of Four Product Kit"	""	"Choose One::Choice 3, size:Large, Color:Blue"	""	79.95	0	0	0	""	8	""	0	0	1	71.95	8	etttyyt6	"Baseball Jersey"	"<p>100% Preshrunk Cotton with 3/4 raglan double needle sleeves. Choose white with black, red or blue sleeves.</p>"	"Color:Yellow, size:Medium, Color:Blue"	""	18.95	0	0	0	""	0	""	0	0	1	18.95	295		"CFWebstore Gift Certificate"	"Purchase a gift certificate, great for Christmas and birthday gifts!"	"Amount:$20 Gift Certificate"	""	0	20	0	0	""	0	""	0	0	1	20
1151	05/13/2008	0	144.9	0	22	"Not Calculated"	""	""	0	0	0	0	""	""	""	0	""	""	""	""	"BillUser"	"Visa"	"Mary Jo Sminkey"	"XXXXXXXXXXXX1111"	4/2010	"0"	"1270014228"	1	0	56	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	"Fairfax"	"VA"	"20170"	"US"	"703-709-0795"	""	""	"maryjo@cfwebstore.com"	"Yes"	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	""	"BC"	"148754"	"CA"	"703-709-0795"	""	""	""	"Yes"	278	890546-000042	"Copy of Four Product Kit"	""	"Choose One::Choice 3, size:Large, Color:Blue"	""	79.95	0	0	0	""	8	""	0	0	1	71.95	9	5366	"CFWebstore Cup"	"A hot cup of coffee is a required part of every computing job. Why not sip in style with our extra large mug!"	""	""	12	0	0	0	""	0	""	0	0	1	12	8	etttyyt6	"Baseball Jersey"	"<p>100% Preshrunk Cotton with 3/4 raglan double needle sleeves. Choose white with black, red or blue sleeves.</p>"	"Color:Yellow, size:Medium, Color:Blue"	""	18.95	0	0	0	""	0	""	0	0	1	18.95	295		"CFWebstore Gift Certificate"	"Purchase a gift certificate, great for Christmas and birthday gifts!"	"Amount:$20 Gift Certificate"	""	0	20	0	0	""	0	""	0	0	1	20
1152	07/31/2008	0	72	0	40	"Freight"	""	""	0	0	0	0	""	""	""	0	""	""	""	""	"Online"	"Visa"	"Mary Jo Sminkey"	"XXXXXXXXXXXX1111"	01/2015	"0"	"1270012732"	1	0	56	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	"Fairfax"	"VA"	"20170"	"US"	"703-709-0795"	""	""	"maryjo@cfwebstore.com"	"Yes"	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	""	"BC"	"148754"	"CA"	"703-709-0795"	""	""	""	"Yes"	9	5366	"CFWebstore Cup"	"A hot cup of coffee is a required part of every computing job. Why not sip in style with our extra large mug!"	""	""	12	0	0	0	""	0	""	1	12	2	12	283		"Copy of Editor""s Product"	"<p>Sample of a user-added product</p>"	""	""	20	0	0	0	""	0	""	0	0	1	20																																		
1153	07/31/2008	0	20	0	0	""	""	""	0	0	0	0	""	""	""	0	""	""	""	""	"Online"	"Visa"	"Mary Jo Sminkey"	"XXXXXXXXXXXX1111"	01/2010	"0"	"1270018184"	1	0	56	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	"Fairfax"	"VA"	"20170"	"US"	"703-709-0795"	""	""	"maryjo@cfwebstore.com"	"Yes"	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	""	"BC"	"148754"	"CA"	"703-709-0795"	""	""	""	"Yes"	283		"Copy of Editor""s Product"	"<p>Sample of a user-added product</p>"	""	""	20	0	0	0	""	0	""	0	0	1	20																																																			
1154	08/30/2008	0	29.95	0	1	"Freight"	""	""	0	0	0	0	""	""	""	0	""	""	""	""	"Online"	"Visa"	"Mary Jo Sminkey"	"XXXXXXXXXXXX1111"	01/2014	"0"	"1270018802"	1	0	56	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	"Fairfax"	"VA"	"20170"	"US"	"703-709-0795"	""	""	"maryjo@cfwebstore.com"	"Yes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Yes"	7		"7 Day Membership"	"Purchasing this Membership for access to our Member's Only area for 7 days."	""	""	10	0	0	0	""	0	""	0	0	1	10	8	etttyyt6	"Baseball Jersey"	"<p>100% Preshrunk Cotton with 3/4 raglan double needle sleeves. Choose white with black, red or blue sleeves.</p>"	"Color:Yellow, size:Large, Color:Blue"	""	18.95	0	0	0	""	0	""	0	0	1	18.95																																		
1155	09/03/2008	0	31	0	13	"Ground Shipping"	""	""	0	0	0	0	""	""	""	0	""	""	""	""	"Online"	"Visa"	"Mary Jo Sminkey"	"XXXXXXXXXXXX6682"	01/2009	""	"1270018506"	1	0	60	"Mary Jo"	"Sminkey"	"Dogpatch Software"	"415 Florida Ave"	""	"Herndon"	""	"PA"	"20170"	"US"	"703-709-0795"	""	""	"maryjo@cfwebstore.com"	"Yes"	"Mary Jo"	"Sminkey"	"Dogpatch Software"	"415 Florida Ave"	""	"Herndon"	""	"PA"	"148754"	"US"	"703-709-0795"	""	""	""	"Yes"	280		"FedEx Test Product"	"This product can be used to test FedEx shipping. It has a default weight of 1 pound, use the add-on field to add additional weight."	""	""	9	0	0	0	""	0	""	0	0	2	18																																																			
1156	09/03/2008	0	20.95	0	2	"Freight"	""	""	0	0	0	0	""	""	""	0	""	""	""	""	"Online"	"Visa"	"Mary Jo Sminkey"	"XXXXXXXXXXXX6682"	01/2009	""	"1270018615"	1	0	56	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	"Fairfax"	"VA"	"20170"	"US"	"703-709-0795"	""	""	"maryjo@cfwebstore.com"	"Yes"	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	""	"BC"	"148754"	"CA"	"703-709-0795"	""	""	""	"Yes"	8	etttyyt6	"Baseball Jersey"	"<p>100% Preshrunk Cotton with 3/4 raglan double needle sleeves. Choose white with black, red or blue sleeves.</p>"	"Color:Yellow, size:Large, Color:Yellow"	""	18.95	0	0	0	""	0	""	0	0	1	18.95																																																			
1157	11/03/2008	0	19.95	0	1	"Freight"	""	""	0	0	0	0	""	""	""	0	""	""	""	""	"Online"	"Visa"	"Mary Jo Sminkey"	"XXXXXXXXXXXX1111"	01/2011	"0"	"1270018435"	1	0	56	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	"Fairfax"	"VA"	"20170"	"US"	"703-709-0795"	""	""	"maryjo@cfwebstore.com"	"Yes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Yes"	302		"Free Shirt"	"<p>Try one of our great shirts for free!</p>"	""	""	0	0	0	0	""	0	""	0	0	1	0	8	asfasf	"Baseball Jersey"	"<p>100% Preshrunk Cotton with 3/4 raglan double needle sleeves. Choose white with black, red or blue sleeves.</p>"	"Color:Blue, size:Small, Color:Yellow"	""	18.95	0	0	0	""	0	""	0	0	1	18.95																																		
1158	11/13/2008	0	19.95	0	1	"Freight"	""	""	0	0	0	0	""	""	""	0	""	""	""	""	"Offline"	""	""	""		"0"	"1270015010"	0	0	61	"Mary Jo"	"Sminkey"	""	"415 Florida Ave"	""	"Herndon"	""	"VA"	"20170"	"US"	"703-709-0795"	""	""	"maryjo@cfwebstore.com"	"Yes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Yes"	8	etttyyt6	"Baseball Jersey"	"<p>100% Preshrunk Cotton with 3/4 raglan double needle sleeves. Choose white with black, red or blue sleeves.</p>"	"Color:Yellow, size:Medium, Color:Blue"	""	18.95	0	0	0	""	0	""	0	0	1	18.95																																																			

